center_meal,r2_score,mape
27_1878,0.6985211025525692,0.6131574076820109
27_1885,0.44674608020180206,0.13091895072479992
27_1962,0.7868999330719937,0.38431193280480147
27_1971,0.8355369286151217,0.7736406462693972
27_1993,0.5056208734314365,0.18505613956102387
27_2290,0.7727190923947782,0.32874096198799774
27_2322,0.6825563435202411,0.5854249799202387
27_2494,0.4198660720798265,0.20241190966419356
27_2539,0.34575867939257965,0.26413642732853815
27_2577,0.46926046312309444,0.4883032604345823
27_2581,0.7722073295769436,0.42506630103105947
27_2640,0.7362679345895617,0.42861504778825593
27_2707,0.5155517893376586,0.1986365827765965
27_2760,0.5495009772834993,0.48455307872711345
27_2826,0.7756566093483988,0.23202758596551926
29_1062,0.5500120602097587,0.2528358437229257
29_1109,0.6394481736877864,0.3486967362133348
29_1727,0.7064345893479131,0.48021095443261114
29_1778,0.36299803969933697,0.39926867577646785
29_1885,0.6661551320658574,0.22724507848033995
29_1962,0.7286328392242178,0.3201053838173783
29_1971,0.7897054187465705,0.48415278804824613
29_1993,0.5837880616715527,0.2545245323356517
29_2290,0.8077023512065438,0.2688804207018984
29_2539,0.5661018756563405,0.4792106476015056
29_2631,0.5579587552001839,0.6429534420519553
29_2640,0.5056783852699018,0.6179802606926158
29_2707,0.1798381944826426,0.2448500899272863
29_2826,0.6238896817605495,0.4208544851092548
30_1062,0.36582609614880435,0.24546413652027996
30_1109,0.767934182368735,0.2646939584877759
30_1558,0.7628112018766107,0.6070392192364416
30_1727,0.9122289218120457,0.2128466663302075
30_1754,0.7717037156857185,0.5189682004908877
30_1778,0.3659956770641083,0.3324666868770251
30_1878,0.5362491767870303,0.43979059967652645
30_1885,0.672534130393833,0.14291368000478258
30_1962,0.808895183411267,0.32926690453470975
30_1993,0.780942647038279,0.17317246397957164
30_2290,0.7587906112865093,0.37759247249901917
30_2539,0.47069481602222407,0.2289012719457186
30_2581,0.7518105053062649,0.47219229833894555
30_2640,0.6558003371314873,0.2847344901879976
30_2707,0.4215225944926747,0.27159732198784214
30_2826,0.8204525915078764,0.26608015509973854
32_1062,0.3223284219104807,0.20682780332164055
32_1109,0.6850443209378638,0.24074416655748831
32_1207,0.32790804674027607,0.43393976136775525
32_1230,0.3309593221770636,0.37373055372753927
32_1525,0.4286585686853034,0.5163392104590786
32_1727,0.8099416426707701,0.2523897871339921
32_1754,0.7738479122039951,0.24264263139096826
32_1878,0.5447821729501023,0.4706724516735837
32_1885,0.5469617100162908,0.3065856536846611
32_1962,0.7085241524345953,0.2721316720712944
32_1971,0.7178037473234666,0.3594530711399605
32_1993,0.5226114132935995,0.23887690150277419
32_2290,0.8228645021019392,0.21343184229876766
32_2581,0.7040023799310162,0.29814710361279845
32_2640,0.7027516928401234,0.2969878453473515
32_2704,0.4885401851391117,0.3642017753293506
32_2707,0.38475663027995144,0.2116835215928559
32_2826,0.5970936180875859,0.2897996066139409
34_1062,0.2723291208207508,0.2594351899309458
34_1109,0.6964105643751808,0.21035886461747932
34_1525,0.6181046286998408,0.33471174788936814
34_1558,0.5340720000337953,0.5027570755797708
34_1727,0.7982387126419797,0.30254338017532567
34_1754,0.6666306867172899,0.26772097449350923
34_1778,0.2068711555614443,0.47844437338438983
34_1878,0.4753928222973294,0.2522474679601366
34_1885,0.4097621670816711,0.1916820462611179
34_1962,0.6730379737581486,0.29384162664229774
34_1971,0.5743223298654291,0.4399584757230325
34_1993,0.663303267745526,0.2505073876131059
34_2290,0.853793555965638,0.21074988275039852
34_2322,0.3057882105003644,0.509048619443481
34_2581,0.5607543743814154,0.3815961948859028
34_2640,0.5280553943555585,0.2565671065813371
34_2704,0.6960427446698351,0.20832614529467589
