center_meal,r2_score,mape,Error
13_2569,0.8043656123913256,0.25631796354973624,
13_2490,0.8681574368429636,0.2534166962073561,
109_1885,0.524952416131653,0.15641805938140108,
109_1993,0.499332807651934,0.19217855930335367,
109_2539,0.33034014324174665,0.29863218620029613,
109_2631,0.5366721604855644,0.556302667284911,
109_1248,0.5551315498508411,0.6875493168140304,
109_1778,0.28487319250477405,0.3824866121681125,
109_1062,0.4776796803038804,0.23037451393088226,
109_2707,0.49799702888970365,0.24093619931554938,
109_1207,0.7471421634967117,0.614734626978161,
109_1230,0.6506736202158134,0.6104958136340409,
109_2322,0.7298743594268515,0.6357986691532631,
109_2290,0.7912355584178404,0.4410568157745741,
109_1727,0.8209292358980222,0.36736248814775974,
109_1109,0.805381928257588,0.2448074153134937,
109_2577,0.43277737330934385,0.49406686566064095,
109_2640,0.7229079566937715,0.40518286353970373,
109_1878,0.7146786690921,0.4973530393354489,
109_2306,0.6561830712659849,0.6300904304582167,
109_1216,0.33594878481179324,0.5537269210633943,
109_2126,0.24082757759723472,0.7557617717197929,
109_2826,0.7804453224265906,0.21927023190218672,
109_1754,0.7709633901123643,0.5255765857402505,
109_1971,0.8273966721505537,0.6577962261284619,
109_1902,0.26555930111896753,0.3765760102100972,
109_1770,0.39528968731384306,0.3807985015612046,
109_1198,0.27732013394326593,0.44982383744784626,
109_1311,0.6014133731132745,0.2207497003039295,
109_1803,0.5983114214355183,0.2745489162839385,
109_1438,0.239173221235378,0.5659193271834704,
109_2494,0.23575629722465075,0.45418054189208024,
109_1847,0.3275350527137333,0.5505687877988462,
109_1558,0.7222218744506707,0.5921812351019574,
109_2581,0.7670298763542522,0.4942060392937343,
109_1962,0.7188531057413292,0.4649120373926629,
109_1445,0.7792383434399989,0.8701006975954287,
109_2867,0.7994325424085431,0.7617719917240329,
109_2760,0.5892793987486159,0.4797019946577619,
109_1525,0.6523706074547557,0.4040929635021317,
109_2704,0.4999611278585876,0.4539540898990642,
109_2492,0.43827856305036217,0.5963527060649635,
109_1543,0.5213068461376433,0.5602838002307119,
109_2304,0.46525417035544925,0.5747425132344345,
109_2664,0.7522373993804166,0.3455400473568516,
109_2569,0.7917645046096541,0.46562791424768063,
109_2490,0.8589847232797524,0.3403145869863461,
52_1885,0.7068786291217863,0.14332844770821113,
